

INSERT INTO Teams (name, coach) VALUES('Ispgp','Aomhdilumo');
INSERT INTO Teams (name, coach) VALUES('Emoad','Eckiljdbvk');
INSERT INTO Teams (name, coach) VALUES('Uzkhr','Zszueovtim');
INSERT INTO Teams (name, coach) VALUES('Cvuxn','Cegcqlehhk');
INSERT INTO Teams (name, coach) VALUES('Spjrz','Wowqjsnojd');
INSERT INTO Teams (name, coach) VALUES('Xsnfw','Ewwtwbzjif');
INSERT INTO Teams (name, coach) VALUES('Jgkfn','Hqzxvczwds');
INSERT INTO Teams (name, coach) VALUES('Yitzz','Pyqhvqhmth');
INSERT INTO Teams (name, coach) VALUES('Hqmsc','Fxmfnghume');
INSERT INTO Teams (name, coach) VALUES('Omqfo','Wigfsxsznv');
INSERT INTO Teams (name, coach) VALUES('Rymfg','Sdfkbsanwy');
INSERT INTO Teams (name, coach) VALUES('Dfuss','Jsxgeidgkb');
INSERT INTO Teams (name, coach) VALUES('Eklnq','Pwvzwskwmm');
INSERT INTO Teams (name, coach) VALUES('Umzyf','Dxjfxpluid');
INSERT INTO Teams (name, coach) VALUES('Ubmlr','Wfyhhohnor');
INSERT INTO Teams (name, coach) VALUES('Wtwfi','Znssirwbyd');
INSERT INTO Teams (name, coach) VALUES('Xeicq','Jhlxyfjpoz');
INSERT INTO Teams (name, coach) VALUES('Qdvvm','Hbflopdqxx');
INSERT INTO Teams (name, coach) VALUES('Tjmoi','Mnjbsltccr');
INSERT INTO Teams (name, coach) VALUES('Mlzes','Oijznmuoir');
INSERT INTO Teams (name, coach) VALUES('Gcfzy','Pwhhpbppdg');
INSERT INTO Teams (name, coach) VALUES('Dpsiu','Vvemghitnj');
INSERT INTO Teams (name, coach) VALUES('Jfysm','Uvsgivfodv');
INSERT INTO Teams (name, coach) VALUES('Hfatc','Oggjhqdztq');
INSERT INTO Teams (name, coach) VALUES('Slrqa','Baiiwgqkqx');
INSERT INTO Teams (name, coach) VALUES('Uympn','Tngpnxnaub');
INSERT INTO Teams (name, coach) VALUES('Jzbzv','Lbhptmxyno');
INSERT INTO Teams (name, coach) VALUES('Wstbh','Cybtksnpei');
INSERT INTO Teams (name, coach) VALUES('Klaxx','Hrpcqzdaco');
INSERT INTO Teams (name, coach) VALUES('Nijzf','Rnwynuvvfo');
INSERT INTO Teams (name, coach) VALUES('Jjjpp','Wlyjxlrrom');
INSERT INTO Teams (name, coach) VALUES('Sfhur','Mvioshfbzn');
INSERT INTO Teams (name, coach) VALUES('Fpjwt','Szpswxztjf');
INSERT INTO Teams (name, coach) VALUES('Cwshu','Vcdlcceexk');
INSERT INTO Teams (name, coach) VALUES('Dyoge','Gkpzudfnys');
INSERT INTO Teams (name, coach) VALUES('Ljdfy','Xsqtafelth');
INSERT INTO Teams (name, coach) VALUES('Qomth','Buewsegftv');
INSERT INTO Teams (name, coach) VALUES('Biafm','Hwktjzdmxg');
INSERT INTO Teams (name, coach) VALUES('Nvyxo','Ijfurxpihl');
INSERT INTO Teams (name, coach) VALUES('Zcdot','Ninrcaheov');
INSERT INTO Teams (name, coach) VALUES('Vavpj','Nasyylihif');
INSERT INTO Teams (name, coach) VALUES('Xilbu','Rizmqxxfkh');
INSERT INTO Teams (name, coach) VALUES('Kqeen','Fpffaomxxa');
INSERT INTO Teams (name, coach) VALUES('Ipapr','Wagxbpaofb');
INSERT INTO Teams (name, coach) VALUES('Cakwr','Aymfjluvcx');
INSERT INTO Teams (name, coach) VALUES('Nbngx','Thxxqrvnyh');
INSERT INTO Teams (name, coach) VALUES('Gtzon','Fmcszsewqf');
INSERT INTO Teams (name, coach) VALUES('Mptem','Duflixlnjp');
INSERT INTO Teams (name, coach) VALUES('Ojhml','Yebctcbpeh');
INSERT INTO Teams (name, coach) VALUES('Cgyun','Aucwmixamm');
INSERT INTO Teams (name, coach) VALUES('Plbxe','Bfdzombyyf');
INSERT INTO Teams (name, coach) VALUES('Owpes','Lqpuctilar');
INSERT INTO Teams (name, coach) VALUES('Wrzfi','Yxeerbidxk');
INSERT INTO Teams (name, coach) VALUES('Qyfrf','Kipcrubgay');
INSERT INTO Teams (name, coach) VALUES('Cssxp','Knkjfrsocf');
INSERT INTO Teams (name, coach) VALUES('Ozaev','Xvobajfrwf');
INSERT INTO Teams (name, coach) VALUES('Kslnj','Mavjhqsbur');
INSERT INTO Teams (name, coach) VALUES('Cdqkv','Utcwoakypu');
INSERT INTO Teams (name, coach) VALUES('Vnjgf','Eerzprrpfh');
INSERT INTO Teams (name, coach) VALUES('Axjmj','Kjuhokxgwr');
INSERT INTO Teams (name, coach) VALUES('Luxtq','Fxyvbmiitm');
INSERT INTO Teams (name, coach) VALUES('Wewfe','Zrdzccismk');
INSERT INTO Teams (name, coach) VALUES('Kbmqy','Qawssyxkpc');
INSERT INTO Teams (name, coach) VALUES('Xlgzg','Neamhgovsd');
INSERT INTO Teams (name, coach) VALUES('Slbyt','Gofsccbpte');
INSERT INTO Teams (name, coach) VALUES('Sjmah','Rupieskloi');
INSERT INTO Teams (name, coach) VALUES('Hmvsb','Kyqicovoaj');
INSERT INTO Teams (name, coach) VALUES('Bslsw','Xzmlfspgzs');
INSERT INTO Teams (name, coach) VALUES('Cvqjx','Wzpeejxlyo');
INSERT INTO Teams (name, coach) VALUES('Fiddl','Tzkhkvwofu');
INSERT INTO Teams (name, coach) VALUES('Xzzyd','Zrjfoqaojr');
INSERT INTO Teams (name, coach) VALUES('Thwig','Suskminedq');
INSERT INTO Teams (name, coach) VALUES('Bjtiv','Dxqzttzbsu');
INSERT INTO Teams (name, coach) VALUES('Rzbig','Xppcfcaamp');
INSERT INTO Teams (name, coach) VALUES('Zicqt','Bnmtqgovfa');
INSERT INTO Teams (name, coach) VALUES('Iiiwm','Poisvjfrik');
INSERT INTO Teams (name, coach) VALUES('Bslyr','Rjzisoynqj');
INSERT INTO Teams (name, coach) VALUES('Cjfhp','Xhyetamdvf');
INSERT INTO Teams (name, coach) VALUES('Wyerm','Sycqrtcfuj');
INSERT INTO Teams (name, coach) VALUES('Uwwha','Ooecjquohd');
INSERT INTO Teams (name, coach) VALUES('Urqjf','Kypmjpnkmk');
INSERT INTO Teams (name, coach) VALUES('Nrccj','Vygkwjjade');
INSERT INTO Teams (name, coach) VALUES('Fwhrc','Nwajoxwciy');
INSERT INTO Teams (name, coach) VALUES('Jndzw','Gyyajttstn');
INSERT INTO Teams (name, coach) VALUES('Aszyj','Hhetybuixu');
INSERT INTO Teams (name, coach) VALUES('Mgugt','Bfaphgaxji');
INSERT INTO Teams (name, coach) VALUES('Xazph','Fqyfxvawob');
INSERT INTO Teams (name, coach) VALUES('Mtuun','Okskmzofps');
INSERT INTO Teams (name, coach) VALUES('Nmicg','Ohqlffkbmn');
INSERT INTO Teams (name, coach) VALUES('Dvezt','Rmruxaomve');
INSERT INTO Teams (name, coach) VALUES('Vdywk','Fuwackepro');
INSERT INTO Teams (name, coach) VALUES('Qxzmd','Oqignintpw');
INSERT INTO Teams (name, coach) VALUES('Wnvqb','Nrwyuzkzsy');
INSERT INTO Teams (name, coach) VALUES('Qhvwc','Lcwbtiswon');
INSERT INTO Teams (name, coach) VALUES('Oohhg','Pyoiqdejhi');
INSERT INTO Teams (name, coach) VALUES('Pepqh','Gratveudjw');
INSERT INTO Teams (name, coach) VALUES('Zlzbt','Cjlcrtlyct');
INSERT INTO Teams (name, coach) VALUES('Nitdw','Dfzorxuibq');
INSERT INTO Teams (name, coach) VALUES('Rjlyu','Hjvfmuvpsq');
INSERT INTO Teams (name, coach) VALUES('Ptzsi','Mhlilmcvce');
INSERT INTO Teams (name, coach) VALUES('Bumml','Lbfgfrgixe');
INSERT INTO Teams (name, coach) VALUES('Vcyxb','Ysxxpyxawn');
INSERT INTO Teams (name, coach) VALUES('Gnonj','Asdddtjfzq');
INSERT INTO Teams (name, coach) VALUES('Wqmyk','Axhxkzcmho');
INSERT INTO Teams (name, coach) VALUES('Vjgex','Yoyetwsxgj');
INSERT INTO Teams (name, coach) VALUES('Qtqyb','Kfcsjdckpg');
INSERT INTO Teams (name, coach) VALUES('Aotfd','Lwtdgnfjmj');
INSERT INTO Teams (name, coach) VALUES('Ihiwv','Zbjyoiudxy');
INSERT INTO Teams (name, coach) VALUES('Yhfqf','Yxgjcaxwjb');
INSERT INTO Teams (name, coach) VALUES('Sbmkz','Ndzkzrfgsz');
INSERT INTO Teams (name, coach) VALUES('Tqetn','Kziwdoqvye');
INSERT INTO Teams (name, coach) VALUES('Mnsgv','Ycqiarznxj');
INSERT INTO Teams (name, coach) VALUES('Biszg','Ttlbmdofoq');
INSERT INTO Teams (name, coach) VALUES('Kakwl','Xczxkuputn');
INSERT INTO Teams (name, coach) VALUES('Bctcp','Gigckjpbsx');
INSERT INTO Teams (name, coach) VALUES('Hlhca','Wldovxnbej');
INSERT INTO Teams (name, coach) VALUES('Wrkzd','Qmphopryuq');
INSERT INTO Teams (name, coach) VALUES('Yuani','Snjmucncjg');
INSERT INTO Teams (name, coach) VALUES('Fkcmp','Swwpzjonbm');
INSERT INTO Teams (name, coach) VALUES('Sgkva','Wefatcnkzr');
INSERT INTO Teams (name, coach) VALUES('Eotar','Gscyxccxdu');
INSERT INTO Teams (name, coach) VALUES('Bosjf','Nktqsvqrpu');
INSERT INTO Teams (name, coach) VALUES('Eojso','Dwnqwxgwxm');
INSERT INTO Teams (name, coach) VALUES('Lsaps','Ecsibsmttx');
INSERT INTO Teams (name, coach) VALUES('Unwjn','Xijdoudoms');
INSERT INTO Teams (name, coach) VALUES('Msgxg','Deippfsszi');
INSERT INTO Teams (name, coach) VALUES('Znssj','Gzzwjeclek');
INSERT INTO Teams (name, coach) VALUES('Zidly','Mddrbhyjfq');
INSERT INTO Teams (name, coach) VALUES('Wtray','Jgwowvqavt');
INSERT INTO Teams (name, coach) VALUES('Gssam','Pflefswzgg');
INSERT INTO Teams (name, coach) VALUES('Gywbe','Bcmbhziclx');
INSERT INTO Teams (name, coach) VALUES('Oiwtn','Rwmftgcuhb');
INSERT INTO Teams (name, coach) VALUES('Ksddz','Wqisnkyohl');
INSERT INTO Teams (name, coach) VALUES('Mtudl','Gtxspaszez');
INSERT INTO Teams (name, coach) VALUES('Dmdli','Ekoesnkhzl');
INSERT INTO Teams (name, coach) VALUES('Awaqi','Dbwsunyewu');
INSERT INTO Teams (name, coach) VALUES('Qrcpc','Mjorylijtn');
INSERT INTO Teams (name, coach) VALUES('Patng','Jhahwglchj');
INSERT INTO Teams (name, coach) VALUES('Ubnfl','Ywzykqrtyb');
INSERT INTO Teams (name, coach) VALUES('Grfva','Iodbcahyhl');
INSERT INTO Teams (name, coach) VALUES('Ukycx','Uckyoxeblf');
INSERT INTO Teams (name, coach) VALUES('Wbacy','Jkardtsjkw');
INSERT INTO Teams (name, coach) VALUES('Efnww','Mmpsteauns');
INSERT INTO Teams (name, coach) VALUES('Mmdxr','Qgsgseahfs');
INSERT INTO Teams (name, coach) VALUES('Scajn','Penvlgdtlx');
INSERT INTO Teams (name, coach) VALUES('Obuss','Cszpioxbmg');
INSERT INTO Teams (name, coach) VALUES('Cmber','Klxlihnczi');
INSERT INTO Teams (name, coach) VALUES('Nzhcj','Jgmscnkspc');
INSERT INTO Teams (name, coach) VALUES('Putrl','Nzcsnsjqkz');
INSERT INTO Teams (name, coach) VALUES('Ozkkp','Ssdzoryptf');
INSERT INTO Teams (name, coach) VALUES('Jefld','Qxhrrcewsc');
INSERT INTO Teams (name, coach) VALUES('Xsepn','Bgrjytrhiq');
INSERT INTO Teams (name, coach) VALUES('Pubrh','Tejcichtyb');
INSERT INTO Teams (name, coach) VALUES('Mkwmf','Brlazfwenb');
INSERT INTO Teams (name, coach) VALUES('Ybmjq','Nzgvpsabyt');
INSERT INTO Teams (name, coach) VALUES('Cxgfl','Tzckdzumdo');
INSERT INTO Teams (name, coach) VALUES('Swvae','Vdkylyoapw');
INSERT INTO Teams (name, coach) VALUES('Rdvip','Vrmrcvtvud');
INSERT INTO Teams (name, coach) VALUES('Cnwdu','Pcnkvbmtee');
INSERT INTO Teams (name, coach) VALUES('Oarxc','Iulnmagmji');
INSERT INTO Teams (name, coach) VALUES('Kjxxp','Odfsglowat');
INSERT INTO Teams (name, coach) VALUES('Zgnyg','Oqvhxgmgzu');
INSERT INTO Teams (name, coach) VALUES('Paddq','Pasqsueysc');
INSERT INTO Teams (name, coach) VALUES('Blcnu','Wsdntudxtw');
INSERT INTO Teams (name, coach) VALUES('Omkla','Bmlcszincv');
INSERT INTO Teams (name, coach) VALUES('Nlxgk','Xatnsfikck');
INSERT INTO Teams (name, coach) VALUES('Gio','Jason');
INSERT INTO Teams (name, coach) VALUES('Raul','Parje');
INSERT INTO Teams (name, coach) VALUES('Lauren','Later');
INSERT INTO Teams (name, coach) VALUES('Javier','era');
INSERT INTO Teams (name, coach) VALUES('Oscar','rest');
INSERT INTO Teams (name, coach) VALUES('Pedro','Perla');


INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Gio', 'Omkla',7,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Gio', 'Nlxgk',7,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Gio', 'Oscar',7,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Raul', 'Lauren',7,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Raul', 'Nlxgk',7,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Lauren', 'Javier',0,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Oscar', 'Javier',1,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Nlxgk', 'Javier',0,7);




INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ukycx', 'Gnonj',7,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Wctbn', 'Thwig',5,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Bumml', 'Obuss',7,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Unwjn', 'Oarxc',9,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Jzbzv', 'Pepqh',3,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Oohhg', 'Ybmjq',7,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Jfysm', 'Plbxe',5,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Uxtgm', 'Cgyun',6,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Qtqyb', 'Kslnj',6,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Swvae', 'Ukycx',2,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Wnvqb', 'Zicqt',9,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Nvyxo', 'Patng',5,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Sfhur', 'Zcdot',8,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Zgnyg', 'Bctcp',5,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Uympn', 'Swvae',5,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Umzyf', 'Rxfxl',6,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Aotfd', 'Lyqti',3,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Plbxe', 'Mmdxr',7,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Jefld', 'Tlard',3,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Efnww', 'Zlzbt',10,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Nlxgk', 'Zlzbt',1,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Efnww', 'Nwlxj',6,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Gywbe', 'Jstmm',8,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Omqfo', 'Ueblk',9,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ueblk', 'Nvyxo',10,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Zlzbt', 'Ijcjd',1,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Luxtq', 'Ptzsi',6,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Hmvsb', 'Cjfhp',10,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Vxcoy', 'Obuss',9,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Qhvwc', 'Pubrh',7,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ozkkp', 'Swvae',8,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Biafm', 'Sfhur',2,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Kbmqy', 'Bjtiv',5,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Kbmqy', 'Mnsgv',8,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Gywbe', 'Yhbca',5,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Yhbca', 'Eklnq',3,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Eklnq', 'Uhnpz',7,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Cssxp', 'Dfahk',9,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Zgnyg', 'Fkcmp',7,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ljdfy', 'Spjrz',10,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Hmvsb', 'Mtudl',0,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Hqmsc', 'Slrqa',4,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Blcnu', 'Omqfo',8,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ipapr', 'Cakwr',7,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Tmxfk', 'Hlhca',3,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Qdvvm', 'Lsaps',3,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Bctcp', 'Sjmah',7,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Yhfqf', 'Ueblk',3,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Uhnpz', 'Znssj',0,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ozkkp', 'Iiiwm',4,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Dfuss', 'Fwhrc',8,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Lsaps', 'Liqsf',5,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Zidly', 'Fwmun',7,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Tlard', 'Uympn',0,4);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Eklnq', 'Iiiwm',6,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Sbmkz', 'Xtgbq',9,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Hqmsc', 'Ozkkp',4,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Rymfg', 'Mkwmf',3,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Uympn', 'Lsaps',0,4);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Klaxx', 'Xtgbq',0,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Yhbca', 'Ennon',0,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ijcjd', 'Fkcmp',2,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Vnjgf', 'Urqjf',1,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Vdywk', 'Ijcjd',4,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Rjlyu', 'Thwig',6,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Jvsft', 'Qyfrf',7,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Klaxx', 'Tqetn',9,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ukycx', 'Cwshu',9,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Vdywk', 'Blcnu',8,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mnsgv', 'Ihokr',7,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Cwshu', 'Slbyt',7,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Zidly', 'Dfuss',1,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Xsepn', 'Cjfhp',1,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ljdfy', 'Zicqt',0,4);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mvjjb', 'Xsnfw',4,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Rkway', 'Qomth',5,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Sbxww', 'Hfatc',1,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mlzes', 'Gbhps',7,10);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Lyqti', 'Cjfhp',0,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Yhfqf', 'Sbxww',4,8);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Yhlyo', 'Mvjjb',4,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Nmicg', 'Qlgdf',2,4);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ubmlr', 'Vdywk',9,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Xlgzg', 'Rjlyu',5,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Luzbn', 'Ihokr',2,4);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Zgnyg', 'Cvuxn',2,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Znssj', 'Eznyw',3,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Umzyf', 'Cjfhp',9,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Jefld', 'Ggkpe',8,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Zidly', 'Awaqi',5,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Sfhur', 'Xsnfw',9,5);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Jefld', 'Sjmah',2,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ozkkp', 'Mnsgv',7,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Vxcoy', 'Omqfo',0,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mnsgv', 'Qtqyb',10,6);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Yhlyo', 'Dfahk',3,3);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mptem', 'Klaxx',6,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Wqmyk', 'Cvqjx',0,9);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Nrccj', 'Obuss',7,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mgugt', 'Fiddl',9,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Cdqkv', 'Spjrz',10,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Vdywk', 'Mlzes',7,7);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Tqetn', 'Cxgfl',5,0);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Blcnu', 'Cvqjx',5,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Ptzsi', 'Grfva',3,1);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Mlzes', 'Swvae',5,2);
INSERT INTO Matches (hTeam, vteam, hScore, vScore) VALUES ('Dpsiu', 'Grfva',9,9);
